message_id,txn_id,customer_id,scam_scenario,sms_text,call_transcript
MSG-0099,TXN-SCAM-0099,9638,Fake Law Enforcement Coercion,LEGAL NOTICE: High Court warrant issued against your Aadhaar/SSN for money laundering. Contact Inspector Verma immediately.,"This is Inspector Verma from Crime Branch. Your name is linked to a seized cartel account. You must deposit ₹150,000 to government court escrow PAY-6380 for audit before 5 PM to avoid instant arrest."
MSG-0100,TXN-SCAM-0100,1892,Fake Bank Officer Call,SECURITY ALERT: Your bank account is under unauthorized access. Call 1800-SAFE-BANK immediately to prevent asset lock.,"Hello, I am Officer Sharma from National Bank Security. We detected a suspicious login from Russia on your account. To protect your money, you must immediately transfer your funds to our temporary safe vault account PAY-6350. Do not hang up or contact anyone."
MSG-0101,TXN-SCAM-0101,4929,Phishing SMS / KYC Freeze,URGENT: Your KYC status expired today. Your account will be frozen in 2 hours. Click http://bank-kyc-verify.com to complete verification and update payee.,
MSG-0102,TXN-SCAM-0102,5873,Phishing SMS / KYC Freeze,URGENT: Your KYC status expired today. Your account will be frozen in 2 hours. Click http://bank-kyc-verify.com to complete verification and update payee.,
MSG-0103,TXN-SCAM-0103,9113,Phishing SMS / KYC Freeze,URGENT: Your KYC status expired today. Your account will be frozen in 2 hours. Click http://bank-kyc-verify.com to complete verification and update payee.,
MSG-0104,TXN-SCAM-0104,3236,Fake Law Enforcement Coercion,LEGAL NOTICE: High Court warrant issued against your Aadhaar/SSN for money laundering. Contact Inspector Verma immediately.,"This is Inspector Verma from Crime Branch. Your name is linked to a seized cartel account. You must deposit ₹150,000 to government court escrow PAY-6380 for audit before 5 PM to avoid instant arrest."
MSG-0105,TXN-SCAM-0105,1474,Fake Law Enforcement Coercion,LEGAL NOTICE: High Court warrant issued against your Aadhaar/SSN for money laundering. Contact Inspector Verma immediately.,"This is Inspector Verma from Crime Branch. Your name is linked to a seized cartel account. You must deposit ₹150,000 to government court escrow PAY-6380 for audit before 5 PM to avoid instant arrest."
MSG-0106,TXN-SCAM-0106,9513,Tech Support Remote Access Scam,CRITICAL ERROR: Windows Trojan detected! Call Microsoft Support 1800-444-TECH immediately.,"Sir, your computer is broadcasting malware to bank servers. Install AnyDesk and transfer ₹35,000 security patch license fee to PAY-6340 to prevent bank account suspension."
MSG-0107,TXN-SCAM-0107,5853,Friend / Relative in Need Impersonation,"Hey uncle, it's Rahul. I got into an accident in Delhi and need ₹45,000 urgently for hospital deposit. Please send to PAY-6390.","Hi uncle, I lost my wallet and my car broke down. The hospital needs a cash deposit for my friend's treatment right now. Please don't call my parents, just send money to PAY-6390 urgently!"
MSG-0108,TXN-SCAM-0108,5349,Malicious QR Code Scam,"Municipal Tax Department: You have a tax refund of ₹12,500 pending. Scan QR code and approve transfer to claim.",
MSG-0109,TXN-SCAM-0109,5955,Phishing SMS / KYC Freeze,URGENT: Your KYC status expired today. Your account will be frozen in 2 hours. Click http://bank-kyc-verify.com to complete verification and update payee.,
MSG-0110,TXN-SCAM-0110,9293,Relative in Distress Call,We have your family member. Send money now or face consequences.,"Listen carefully! We have your son in custody. If you want him back safe, transfer ₹200,000 to PAY-6370 within 30 minutes. Do not call the police or hang up!"
MSG-0111,TXN-SCAM-0111,4310,Malicious QR Code Scam,"Municipal Tax Department: You have a tax refund of ₹12,500 pending. Scan QR code and approve transfer to claim.",
MSG-0112,TXN-SCAM-0112,9822,Tech Support Remote Access Scam,CRITICAL ERROR: Windows Trojan detected! Call Microsoft Support 1800-444-TECH immediately.,"Sir, your computer is broadcasting malware to bank servers. Install AnyDesk and transfer ₹35,000 security patch license fee to PAY-6340 to prevent bank account suspension."
MSG-0113,TXN-SCAM-0113,8453,Fake Law Enforcement Coercion,LEGAL NOTICE: High Court warrant issued against your Aadhaar/SSN for money laundering. Contact Inspector Verma immediately.,"This is Inspector Verma from Crime Branch. Your name is linked to a seized cartel account. You must deposit ₹150,000 to government court escrow PAY-6380 for audit before 5 PM to avoid instant arrest."
MSG-0114,TXN-SCAM-0114,8762,Fake Law Enforcement Coercion,LEGAL NOTICE: High Court warrant issued against your Aadhaar/SSN for money laundering. Contact Inspector Verma immediately.,"This is Inspector Verma from Crime Branch. Your name is linked to a seized cartel account. You must deposit ₹150,000 to government court escrow PAY-6380 for audit before 5 PM to avoid instant arrest."
MSG-0115,TXN-SCAM-0115,1227,Friend / Relative in Need Impersonation,"Hey uncle, it's Rahul. I got into an accident in Delhi and need ₹45,000 urgently for hospital deposit. Please send to PAY-6390.","Hi uncle, I lost my wallet and my car broke down. The hospital needs a cash deposit for my friend's treatment right now. Please don't call my parents, just send money to PAY-6390 urgently!"
MSG-0116,TXN-SCAM-0116,2574,Lottery / Prize Scam,"CONGRATULATIONS! You won ₹25,00,000 in the International Mega Draw. Pay ₹25,000 processing tax to claim reward.","Congratulations ma'am! You are our lucky grand winner. Just transfer the government customs clearance fee of ₹25,000 to PAY-6320 and ₹25 Lakhs will be credited to your account within 10 minutes."
MSG-0117,TXN-SCAM-0117,3120,Friend / Relative in Need Impersonation,"Hey uncle, it's Rahul. I got into an accident in Delhi and need ₹45,000 urgently for hospital deposit. Please send to PAY-6390.","Hi uncle, I lost my wallet and my car broke down. The hospital needs a cash deposit for my friend's treatment right now. Please don't call my parents, just send money to PAY-6390 urgently!"
MSG-0118,TXN-SCAM-0118,5140,Fake Bank Officer Call,SECURITY ALERT: Your bank account is under unauthorized access. Call 1800-SAFE-BANK immediately to prevent asset lock.,"Hello, I am Officer Sharma from National Bank Security. We detected a suspicious login from Russia on your account. To protect your money, you must immediately transfer your funds to our temporary safe vault account PAY-6350. Do not hang up or contact anyone."
MSG-0119,TXN-SCAM-0119,9870,Tech Support Remote Access Scam,CRITICAL ERROR: Windows Trojan detected! Call Microsoft Support 1800-444-TECH immediately.,"Sir, your computer is broadcasting malware to bank servers. Install AnyDesk and transfer ₹35,000 security patch license fee to PAY-6340 to prevent bank account suspension."
MSG-0120,TXN-SCAM-0120,5542,Malicious QR Code Scam,"Municipal Tax Department: You have a tax refund of ₹12,500 pending. Scan QR code and approve transfer to claim.",
MSG-0121,TXN-SCAM-0121,2519,Relative in Distress Call,We have your family member. Send money now or face consequences.,"Listen carefully! We have your son in custody. If you want him back safe, transfer ₹200,000 to PAY-6370 within 30 minutes. Do not call the police or hang up!"
MSG-0122,TXN-SCAM-0122,8485,Relative in Distress Call,We have your family member. Send money now or face consequences.,"Listen carefully! We have your son in custody. If you want him back safe, transfer ₹200,000 to PAY-6370 within 30 minutes. Do not call the police or hang up!"
MSG-0123,TXN-SCAM-0123,10217,Bogus Investment Scheme,Exclusive Offer: Double your savings in 7 days with AI Quantum Trading. Wire initial deposit now to reserve slot.,"Sir, this is Apex Crypto Wealth. If you transfer ₹50,000 today to PAY-6410, our AI bot guarantees 250% return by Friday. Hundreds of users are already withdrawing profits."
MSG-0124,TXN-SCAM-0124,11000,Lottery / Prize Scam,"CONGRATULATIONS! You won ₹25,00,000 in the International Mega Draw. Pay ₹25,000 processing tax to claim reward.","Congratulations ma'am! You are our lucky grand winner. Just transfer the government customs clearance fee of ₹25,000 to PAY-6320 and ₹25 Lakhs will be credited to your account within 10 minutes."
MSG-0125,TXN-SCAM-0125,7147,Bogus Investment Scheme,Exclusive Offer: Double your savings in 7 days with AI Quantum Trading. Wire initial deposit now to reserve slot.,"Sir, this is Apex Crypto Wealth. If you transfer ₹50,000 today to PAY-6410, our AI bot guarantees 250% return by Friday. Hundreds of users are already withdrawing profits."
MSG-0126,TXN-SCAM-0126,10543,Lottery / Prize Scam,"CONGRATULATIONS! You won ₹25,00,000 in the International Mega Draw. Pay ₹25,000 processing tax to claim reward.","Congratulations ma'am! You are our lucky grand winner. Just transfer the government customs clearance fee of ₹25,000 to PAY-6320 and ₹25 Lakhs will be credited to your account within 10 minutes."
MSG-0127,TXN-SCAM-0127,2785,Relative in Distress Call,We have your family member. Send money now or face consequences.,"Listen carefully! We have your son in custody. If you want him back safe, transfer ₹200,000 to PAY-6370 within 30 minutes. Do not call the police or hang up!"
MSG-0128,TXN-SCAM-0128,8275,Friend / Relative in Need Impersonation,"Hey uncle, it's Rahul. I got into an accident in Delhi and need ₹45,000 urgently for hospital deposit. Please send to PAY-6390.","Hi uncle, I lost my wallet and my car broke down. The hospital needs a cash deposit for my friend's treatment right now. Please don't call my parents, just send money to PAY-6390 urgently!"
MSG-0129,TXN-SCAM-0129,7011,Phishing SMS / KYC Freeze,URGENT: Your KYC status expired today. Your account will be frozen in 2 hours. Click http://bank-kyc-verify.com to complete verification and update payee.,
MSG-0130,TXN-SCAM-0130,10534,Friend / Relative in Need Impersonation,"Hey uncle, it's Rahul. I got into an accident in Delhi and need ₹45,000 urgently for hospital deposit. Please send to PAY-6390.","Hi uncle, I lost my wallet and my car broke down. The hospital needs a cash deposit for my friend's treatment right now. Please don't call my parents, just send money to PAY-6390 urgently!"
MSG-0131,TXN-SCAM-0131,7785,Phishing SMS / KYC Freeze,URGENT: Your KYC status expired today. Your account will be frozen in 2 hours. Click http://bank-kyc-verify.com to complete verification and update payee.,
MSG-0132,TXN-SCAM-0132,1569,Relative in Distress Call,We have your family member. Send money now or face consequences.,"Listen carefully! We have your son in custody. If you want him back safe, transfer ₹200,000 to PAY-6370 within 30 minutes. Do not call the police or hang up!"
MSG-0133,TXN-SCAM-0133,8914,Fake Bank Officer Call,SECURITY ALERT: Your bank account is under unauthorized access. Call 1800-SAFE-BANK immediately to prevent asset lock.,"Hello, I am Officer Sharma from National Bank Security. We detected a suspicious login from Russia on your account. To protect your money, you must immediately transfer your funds to our temporary safe vault account PAY-6350. Do not hang up or contact anyone."
MSG-0134,TXN-SCAM-0134,1681,Tech Support Remote Access Scam,CRITICAL ERROR: Windows Trojan detected! Call Microsoft Support 1800-444-TECH immediately.,"Sir, your computer is broadcasting malware to bank servers. Install AnyDesk and transfer ₹35,000 security patch license fee to PAY-6340 to prevent bank account suspension."
MSG-0135,TXN-SCAM-0135,3372,Phishing SMS / KYC Freeze,URGENT: Your KYC status expired today. Your account will be frozen in 2 hours. Click http://bank-kyc-verify.com to complete verification and update payee.,
MSG-0136,TXN-SCAM-0136,3201,Deepfake Executive Wire Call,CONFIDENTIAL: Execute M&A deposit wire immediately per CEO direct memo.,"This is Chief Executive Officer David. We are closing a secret acquisition today. Wire ₹300,000 immediately to PAY-6400. Do not mention this to colleagues until press release."
MSG-0137,TXN-SCAM-0137,8790,Fake Bank Officer Call,SECURITY ALERT: Your bank account is under unauthorized access. Call 1800-SAFE-BANK immediately to prevent asset lock.,"Hello, I am Officer Sharma from National Bank Security. We detected a suspicious login from Russia on your account. To protect your money, you must immediately transfer your funds to our temporary safe vault account PAY-6350. Do not hang up or contact anyone."
MSG-0138,TXN-SCAM-0138,4406,Fake Bank Officer Call,SECURITY ALERT: Your bank account is under unauthorized access. Call 1800-SAFE-BANK immediately to prevent asset lock.,"Hello, I am Officer Sharma from National Bank Security. We detected a suspicious login from Russia on your account. To protect your money, you must immediately transfer your funds to our temporary safe vault account PAY-6350. Do not hang up or contact anyone."
MSG-0139,TXN-SCAM-0139,4900,Relative in Distress Call,We have your family member. Send money now or face consequences.,"Listen carefully! We have your son in custody. If you want him back safe, transfer ₹200,000 to PAY-6370 within 30 minutes. Do not call the police or hang up!"
MSG-0140,TXN-SCAM-0140,10377,Tech Support Remote Access Scam,CRITICAL ERROR: Windows Trojan detected! Call Microsoft Support 1800-444-TECH immediately.,"Sir, your computer is broadcasting malware to bank servers. Install AnyDesk and transfer ₹35,000 security patch license fee to PAY-6340 to prevent bank account suspension."
MSG-0141,TXN-SCAM-0141,4881,Lottery / Prize Scam,"CONGRATULATIONS! You won ₹25,00,000 in the International Mega Draw. Pay ₹25,000 processing tax to claim reward.","Congratulations ma'am! You are our lucky grand winner. Just transfer the government customs clearance fee of ₹25,000 to PAY-6320 and ₹25 Lakhs will be credited to your account within 10 minutes."
MSG-0142,TXN-SCAM-0142,4174,Phishing SMS / KYC Freeze,URGENT: Your KYC status expired today. Your account will be frozen in 2 hours. Click http://bank-kyc-verify.com to complete verification and update payee.,
MSG-0143,TXN-SCAM-0143,8165,Bogus Investment Scheme,Exclusive Offer: Double your savings in 7 days with AI Quantum Trading. Wire initial deposit now to reserve slot.,"Sir, this is Apex Crypto Wealth. If you transfer ₹50,000 today to PAY-6410, our AI bot guarantees 250% return by Friday. Hundreds of users are already withdrawing profits."
MSG-0144,TXN-SCAM-0144,5264,Relative in Distress Call,We have your family member. Send money now or face consequences.,"Listen carefully! We have your son in custody. If you want him back safe, transfer ₹200,000 to PAY-6370 within 30 minutes. Do not call the police or hang up!"
MSG-0145,TXN-SCAM-0145,3584,Phishing SMS / KYC Freeze,URGENT: Your KYC status expired today. Your account will be frozen in 2 hours. Click http://bank-kyc-verify.com to complete verification and update payee.,
MSG-0146,TXN-SCAM-0146,10547,Friend / Relative in Need Impersonation,"Hey uncle, it's Rahul. I got into an accident in Delhi and need ₹45,000 urgently for hospital deposit. Please send to PAY-6390.","Hi uncle, I lost my wallet and my car broke down. The hospital needs a cash deposit for my friend's treatment right now. Please don't call my parents, just send money to PAY-6390 urgently!"
MSG-0147,TXN-SCAM-0147,2486,Relative in Distress Call,We have your family member. Send money now or face consequences.,"Listen carefully! We have your son in custody. If you want him back safe, transfer ₹200,000 to PAY-6370 within 30 minutes. Do not call the police or hang up!"
MSG-0148,TXN-SCAM-0148,6890,Lottery / Prize Scam,"CONGRATULATIONS! You won ₹25,00,000 in the International Mega Draw. Pay ₹25,000 processing tax to claim reward.","Congratulations ma'am! You are our lucky grand winner. Just transfer the government customs clearance fee of ₹25,000 to PAY-6320 and ₹25 Lakhs will be credited to your account within 10 minutes."
MSG-0149,TXN-SCAM-0149,2062,Friend / Relative in Need Impersonation,"Hey uncle, it's Rahul. I got into an accident in Delhi and need ₹45,000 urgently for hospital deposit. Please send to PAY-6390.","Hi uncle, I lost my wallet and my car broke down. The hospital needs a cash deposit for my friend's treatment right now. Please don't call my parents, just send money to PAY-6390 urgently!"
MSG-0150,TXN-SCAM-0150,8292,Fake Bank Officer Call,SECURITY ALERT: Your bank account is under unauthorized access. Call 1800-SAFE-BANK immediately to prevent asset lock.,"Hello, I am Officer Sharma from National Bank Security. We detected a suspicious login from Russia on your account. To protect your money, you must immediately transfer your funds to our temporary safe vault account PAY-6350. Do not hang up or contact anyone."
MSG-0151,TXN-SCAM-0151,1147,Bogus Investment Scheme,Exclusive Offer: Double your savings in 7 days with AI Quantum Trading. Wire initial deposit now to reserve slot.,"Sir, this is Apex Crypto Wealth. If you transfer ₹50,000 today to PAY-6410, our AI bot guarantees 250% return by Friday. Hundreds of users are already withdrawing profits."
MSG-0152,TXN-SCAM-0152,1096,Friend / Relative in Need Impersonation,"Hey uncle, it's Rahul. I got into an accident in Delhi and need ₹45,000 urgently for hospital deposit. Please send to PAY-6390.","Hi uncle, I lost my wallet and my car broke down. The hospital needs a cash deposit for my friend's treatment right now. Please don't call my parents, just send money to PAY-6390 urgently!"
MSG-0153,TXN-SCAM-0153,3357,Bogus Investment Scheme,Exclusive Offer: Double your savings in 7 days with AI Quantum Trading. Wire initial deposit now to reserve slot.,"Sir, this is Apex Crypto Wealth. If you transfer ₹50,000 today to PAY-6410, our AI bot guarantees 250% return by Friday. Hundreds of users are already withdrawing profits."
MSG-0154,TXN-SCAM-0154,8270,Malicious QR Code Scam,"Municipal Tax Department: You have a tax refund of ₹12,500 pending. Scan QR code and approve transfer to claim.",
MSG-0155,TXN-SCAM-0155,7526,Fake Bank Officer Call,SECURITY ALERT: Your bank account is under unauthorized access. Call 1800-SAFE-BANK immediately to prevent asset lock.,"Hello, I am Officer Sharma from National Bank Security. We detected a suspicious login from Russia on your account. To protect your money, you must immediately transfer your funds to our temporary safe vault account PAY-6350. Do not hang up or contact anyone."
MSG-0156,TXN-SCAM-0156,3020,Fake Law Enforcement Coercion,LEGAL NOTICE: High Court warrant issued against your Aadhaar/SSN for money laundering. Contact Inspector Verma immediately.,"This is Inspector Verma from Crime Branch. Your name is linked to a seized cartel account. You must deposit ₹150,000 to government court escrow PAY-6380 for audit before 5 PM to avoid instant arrest."
MSG-0157,TXN-SCAM-0157,3400,Phishing SMS / KYC Freeze,URGENT: Your KYC status expired today. Your account will be frozen in 2 hours. Click http://bank-kyc-verify.com to complete verification and update payee.,
MSG-0158,TXN-SCAM-0158,3723,Tech Support Remote Access Scam,CRITICAL ERROR: Windows Trojan detected! Call Microsoft Support 1800-444-TECH immediately.,"Sir, your computer is broadcasting malware to bank servers. Install AnyDesk and transfer ₹35,000 security patch license fee to PAY-6340 to prevent bank account suspension."
MSG-0159,TXN-SCAM-0159,5588,Malicious QR Code Scam,"Municipal Tax Department: You have a tax refund of ₹12,500 pending. Scan QR code and approve transfer to claim.",
MSG-0160,TXN-SCAM-0160,2040,Relative in Distress Call,We have your family member. Send money now or face consequences.,"Listen carefully! We have your son in custody. If you want him back safe, transfer ₹200,000 to PAY-6370 within 30 minutes. Do not call the police or hang up!"
MSG-0161,TXN-SCAM-0161,8690,Fake Law Enforcement Coercion,LEGAL NOTICE: High Court warrant issued against your Aadhaar/SSN for money laundering. Contact Inspector Verma immediately.,"This is Inspector Verma from Crime Branch. Your name is linked to a seized cartel account. You must deposit ₹150,000 to government court escrow PAY-6380 for audit before 5 PM to avoid instant arrest."
MSG-0162,TXN-SCAM-0162,8118,Malicious QR Code Scam,"Municipal Tax Department: You have a tax refund of ₹12,500 pending. Scan QR code and approve transfer to claim.",
MSG-0163,TXN-SCAM-0163,2933,Friend / Relative in Need Impersonation,"Hey uncle, it's Rahul. I got into an accident in Delhi and need ₹45,000 urgently for hospital deposit. Please send to PAY-6390.","Hi uncle, I lost my wallet and my car broke down. The hospital needs a cash deposit for my friend's treatment right now. Please don't call my parents, just send money to PAY-6390 urgently!"
MSG-0164,TXN-SCAM-0164,1096,Deepfake Executive Wire Call,CONFIDENTIAL: Execute M&A deposit wire immediately per CEO direct memo.,"This is Chief Executive Officer David. We are closing a secret acquisition today. Wire ₹300,000 immediately to PAY-6400. Do not mention this to colleagues until press release."
MSG-0165,TXN-SCAM-0165,4927,Phishing SMS / KYC Freeze,URGENT: Your KYC status expired today. Your account will be frozen in 2 hours. Click http://bank-kyc-verify.com to complete verification and update payee.,
MSG-0166,TXN-SCAM-0166,6898,Phishing SMS / KYC Freeze,URGENT: Your KYC status expired today. Your account will be frozen in 2 hours. Click http://bank-kyc-verify.com to complete verification and update payee.,
MSG-0167,TXN-SCAM-0167,10778,Fake Law Enforcement Coercion,LEGAL NOTICE: High Court warrant issued against your Aadhaar/SSN for money laundering. Contact Inspector Verma immediately.,"This is Inspector Verma from Crime Branch. Your name is linked to a seized cartel account. You must deposit ₹150,000 to government court escrow PAY-6380 for audit before 5 PM to avoid instant arrest."
MSG-0168,TXN-SCAM-0168,1160,Lottery / Prize Scam,"CONGRATULATIONS! You won ₹25,00,000 in the International Mega Draw. Pay ₹25,000 processing tax to claim reward.","Congratulations ma'am! You are our lucky grand winner. Just transfer the government customs clearance fee of ₹25,000 to PAY-6320 and ₹25 Lakhs will be credited to your account within 10 minutes."
MSG-0169,TXN-SCAM-0169,2352,Tech Support Remote Access Scam,CRITICAL ERROR: Windows Trojan detected! Call Microsoft Support 1800-444-TECH immediately.,"Sir, your computer is broadcasting malware to bank servers. Install AnyDesk and transfer ₹35,000 security patch license fee to PAY-6340 to prevent bank account suspension."
MSG-0170,TXN-SCAM-0170,8325,Malicious QR Code Scam,"Municipal Tax Department: You have a tax refund of ₹12,500 pending. Scan QR code and approve transfer to claim.",
MSG-0171,TXN-SCAM-0171,6233,Lottery / Prize Scam,"CONGRATULATIONS! You won ₹25,00,000 in the International Mega Draw. Pay ₹25,000 processing tax to claim reward.","Congratulations ma'am! You are our lucky grand winner. Just transfer the government customs clearance fee of ₹25,000 to PAY-6320 and ₹25 Lakhs will be credited to your account within 10 minutes."
MSG-0172,TXN-SCAM-0172,10822,Deepfake Executive Wire Call,CONFIDENTIAL: Execute M&A deposit wire immediately per CEO direct memo.,"This is Chief Executive Officer David. We are closing a secret acquisition today. Wire ₹300,000 immediately to PAY-6400. Do not mention this to colleagues until press release."
MSG-0173,TXN-SCAM-0173,3423,Relative in Distress Call,We have your family member. Send money now or face consequences.,"Listen carefully! We have your son in custody. If you want him back safe, transfer ₹200,000 to PAY-6370 within 30 minutes. Do not call the police or hang up!"
MSG-0174,TXN-SCAM-0174,5159,Fake Law Enforcement Coercion,LEGAL NOTICE: High Court warrant issued against your Aadhaar/SSN for money laundering. Contact Inspector Verma immediately.,"This is Inspector Verma from Crime Branch. Your name is linked to a seized cartel account. You must deposit ₹150,000 to government court escrow PAY-6380 for audit before 5 PM to avoid instant arrest."
MSG-0175,TXN-SCAM-0175,10385,Lottery / Prize Scam,"CONGRATULATIONS! You won ₹25,00,000 in the International Mega Draw. Pay ₹25,000 processing tax to claim reward.","Congratulations ma'am! You are our lucky grand winner. Just transfer the government customs clearance fee of ₹25,000 to PAY-6320 and ₹25 Lakhs will be credited to your account within 10 minutes."
MSG-0176,TXN-SCAM-0176,9132,Bogus Investment Scheme,Exclusive Offer: Double your savings in 7 days with AI Quantum Trading. Wire initial deposit now to reserve slot.,"Sir, this is Apex Crypto Wealth. If you transfer ₹50,000 today to PAY-6410, our AI bot guarantees 250% return by Friday. Hundreds of users are already withdrawing profits."
MSG-0177,TXN-SCAM-0177,8469,Malicious QR Code Scam,"Municipal Tax Department: You have a tax refund of ₹12,500 pending. Scan QR code and approve transfer to claim.",
MSG-0178,TXN-SCAM-0178,1510,Malicious QR Code Scam,"Municipal Tax Department: You have a tax refund of ₹12,500 pending. Scan QR code and approve transfer to claim.",
MSG-0179,TXN-SCAM-0179,9335,Friend / Relative in Need Impersonation,"Hey uncle, it's Rahul. I got into an accident in Delhi and need ₹45,000 urgently for hospital deposit. Please send to PAY-6390.","Hi uncle, I lost my wallet and my car broke down. The hospital needs a cash deposit for my friend's treatment right now. Please don't call my parents, just send money to PAY-6390 urgently!"
MSG-0180,TXN-SCAM-0180,8491,Lottery / Prize Scam,"CONGRATULATIONS! You won ₹25,00,000 in the International Mega Draw. Pay ₹25,000 processing tax to claim reward.","Congratulations ma'am! You are our lucky grand winner. Just transfer the government customs clearance fee of ₹25,000 to PAY-6320 and ₹25 Lakhs will be credited to your account within 10 minutes."
MSG-0181,TXN-SCAM-0181,5508,Relative in Distress Call,We have your family member. Send money now or face consequences.,"Listen carefully! We have your son in custody. If you want him back safe, transfer ₹200,000 to PAY-6370 within 30 minutes. Do not call the police or hang up!"
MSG-0182,TXN-SCAM-0182,7753,Lottery / Prize Scam,"CONGRATULATIONS! You won ₹25,00,000 in the International Mega Draw. Pay ₹25,000 processing tax to claim reward.","Congratulations ma'am! You are our lucky grand winner. Just transfer the government customs clearance fee of ₹25,000 to PAY-6320 and ₹25 Lakhs will be credited to your account within 10 minutes."
MSG-0183,TXN-SCAM-0183,10731,Tech Support Remote Access Scam,CRITICAL ERROR: Windows Trojan detected! Call Microsoft Support 1800-444-TECH immediately.,"Sir, your computer is broadcasting malware to bank servers. Install AnyDesk and transfer ₹35,000 security patch license fee to PAY-6340 to prevent bank account suspension."
MSG-0184,TXN-SCAM-0184,8583,Deepfake Executive Wire Call,CONFIDENTIAL: Execute M&A deposit wire immediately per CEO direct memo.,"This is Chief Executive Officer David. We are closing a secret acquisition today. Wire ₹300,000 immediately to PAY-6400. Do not mention this to colleagues until press release."
MSG-0185,TXN-SCAM-0185,4482,Phishing SMS / KYC Freeze,URGENT: Your KYC status expired today. Your account will be frozen in 2 hours. Click http://bank-kyc-verify.com to complete verification and update payee.,
MSG-0186,TXN-SCAM-0186,4149,Relative in Distress Call,We have your family member. Send money now or face consequences.,"Listen carefully! We have your son in custody. If you want him back safe, transfer ₹200,000 to PAY-6370 within 30 minutes. Do not call the police or hang up!"
MSG-0187,TXN-SCAM-0187,6970,Relative in Distress Call,We have your family member. Send money now or face consequences.,"Listen carefully! We have your son in custody. If you want him back safe, transfer ₹200,000 to PAY-6370 within 30 minutes. Do not call the police or hang up!"
MSG-0188,TXN-SCAM-0188,1368,Lottery / Prize Scam,"CONGRATULATIONS! You won ₹25,00,000 in the International Mega Draw. Pay ₹25,000 processing tax to claim reward.","Congratulations ma'am! You are our lucky grand winner. Just transfer the government customs clearance fee of ₹25,000 to PAY-6320 and ₹25 Lakhs will be credited to your account within 10 minutes."
MSG-0189,TXN-SCAM-0189,2097,Phishing SMS / KYC Freeze,URGENT: Your KYC status expired today. Your account will be frozen in 2 hours. Click http://bank-kyc-verify.com to complete verification and update payee.,
MSG-0190,TXN-SCAM-0190,10703,Fake Bank Officer Call,SECURITY ALERT: Your bank account is under unauthorized access. Call 1800-SAFE-BANK immediately to prevent asset lock.,"Hello, I am Officer Sharma from National Bank Security. We detected a suspicious login from Russia on your account. To protect your money, you must immediately transfer your funds to our temporary safe vault account PAY-6350. Do not hang up or contact anyone."
MSG-0191,TXN-SCAM-0191,1981,Bogus Investment Scheme,Exclusive Offer: Double your savings in 7 days with AI Quantum Trading. Wire initial deposit now to reserve slot.,"Sir, this is Apex Crypto Wealth. If you transfer ₹50,000 today to PAY-6410, our AI bot guarantees 250% return by Friday. Hundreds of users are already withdrawing profits."
MSG-0192,TXN-SCAM-0192,5887,Fake Bank Officer Call,SECURITY ALERT: Your bank account is under unauthorized access. Call 1800-SAFE-BANK immediately to prevent asset lock.,"Hello, I am Officer Sharma from National Bank Security. We detected a suspicious login from Russia on your account. To protect your money, you must immediately transfer your funds to our temporary safe vault account PAY-6350. Do not hang up or contact anyone."
MSG-0193,TXN-SCAM-0193,8426,Phishing SMS / KYC Freeze,URGENT: Your KYC status expired today. Your account will be frozen in 2 hours. Click http://bank-kyc-verify.com to complete verification and update payee.,
MSG-0194,TXN-SCAM-0194,3644,Relative in Distress Call,We have your family member. Send money now or face consequences.,"Listen carefully! We have your son in custody. If you want him back safe, transfer ₹200,000 to PAY-6370 within 30 minutes. Do not call the police or hang up!"
MSG-0195,TXN-SCAM-0195,4908,Relative in Distress Call,We have your family member. Send money now or face consequences.,"Listen carefully! We have your son in custody. If you want him back safe, transfer ₹200,000 to PAY-6370 within 30 minutes. Do not call the police or hang up!"
MSG-0196,TXN-SCAM-0196,2897,Bogus Investment Scheme,Exclusive Offer: Double your savings in 7 days with AI Quantum Trading. Wire initial deposit now to reserve slot.,"Sir, this is Apex Crypto Wealth. If you transfer ₹50,000 today to PAY-6410, our AI bot guarantees 250% return by Friday. Hundreds of users are already withdrawing profits."
MSG-0197,TXN-SCAM-0197,6160,Deepfake Executive Wire Call,CONFIDENTIAL: Execute M&A deposit wire immediately per CEO direct memo.,"This is Chief Executive Officer David. We are closing a secret acquisition today. Wire ₹300,000 immediately to PAY-6400. Do not mention this to colleagues until press release."
MSG-0198,TXN-SCAM-0198,8221,Malicious QR Code Scam,"Municipal Tax Department: You have a tax refund of ₹12,500 pending. Scan QR code and approve transfer to claim.",
MSG-0199,TXN-SCAM-0199,3241,Lottery / Prize Scam,"CONGRATULATIONS! You won ₹25,00,000 in the International Mega Draw. Pay ₹25,000 processing tax to claim reward.","Congratulations ma'am! You are our lucky grand winner. Just transfer the government customs clearance fee of ₹25,000 to PAY-6320 and ₹25 Lakhs will be credited to your account within 10 minutes."
MSG-0200,TXN-SCAM-0200,1976,Tech Support Remote Access Scam,CRITICAL ERROR: Windows Trojan detected! Call Microsoft Support 1800-444-TECH immediately.,"Sir, your computer is broadcasting malware to bank servers. Install AnyDesk and transfer ₹35,000 security patch license fee to PAY-6340 to prevent bank account suspension."
